target,model_name,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,r2_std,spearman_mean,spearman_std
surface_total_rust_pct,GradientBoosting,0.1773456442476921,0.2829961570641715,0.8209494117424665,1.2777917471434448,0.9804995403161998,0.03604900670943726,0.9987500717589806,0.0014467430165610695
surface_total_rust_pct,XGBoost,0.23478721065027033,0.37348814401987523,0.8944065853999053,1.5530379561581158,0.9746874588668535,0.051736681234344564,0.9985298546399777,0.000713472142102308
surface_total_rust_pct,RandomForest,0.262384301847699,0.4399991970126926,1.0793943357773865,1.807400893992825,0.9643661369543169,0.07071097051741872,0.9996304030266743,0.0002489117090645833
surface_total_rust_pct,CatBoost,0.4666447582622726,0.5145853869214917,1.4134807962637093,2.0417581743404236,0.9443784537403044,0.09353587924129184,0.9744964493450942,0.01007047785117548
